veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
belediye başkanlığı alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,211.756,,6.0,CHP,1,,,,,
belediye başkanlığı alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,35.440,,7.0,HÜSEYİN DÜNDAR,1,,,,,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,330.636,,1.0,AK PARTI,,HALİT DOĞAN,%42.17,379.150,%47.38,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,211.756,,2.0,CHP,,CEVAT ÖNCÜ,%27.01,0,%0.00,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,110.692,,3.0,İYI PARTI,,İMREN NİLAY TÜFEKCİ,%14.12,213.558,%26.69,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,98.280,,4.0,YENIDEN REFAH,,ADEM GÜNEY,%12.53,0,%0.00,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,11.664,,5.0,ZAFER PARTISI,,BOZKURT OĞUZ SINAR,%1.49,0,%0.00,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,2.164,,6.0,BTP,,LİSAN YOLAY,%0.28,13.437,%1.68,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,2.119,,7.0,MEMLEKET,,SEYİT AHMET KOÇAK,%0.27,0,%0.00,
belediye başkanlığı,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,2.003,,8.0,DEVA PARTISI,,KEBİRE BİRER TÜRK,%0.26,0,%0.00,
meclisi alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,289.917,,1.0,AK PARTI,11,,,,,
meclisi alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,15.289,,2.0,MHP,3,,,,,
meclisi alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,97.343,,3.0,İYI PARTI,1,,,,,
meclisi alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,124.294,,4.0,YENIDEN REFAH,1,,,,,
meclisi alınan ilçeler,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,183.658,,5.0,CHP,1,,,,,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,289.917,,1.0,AK PARTI,,,%37.43,442.588,%56.18,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,183.658,,2.0,CHP,,,%23.71,101.063,%12.83,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,124.294,,3.0,YENIDEN REFAH,,,%16.05,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,97.343,,4.0,İYI PARTI,,,%12.57,144.737,%18.37,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,15.544,,5.0,ZAFER PARTISI,,,%2.01,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,15.480,,6.0,BÜYÜK BIRLIK,,,%2.00,16.674,%2.12,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,15.289,,7.0,MHP,,,%1.97,16.319,%2.07,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,11.347,,8.0,SAADET,,,%1.46,33.016,%4.19,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,4.660,,9.0,BTP,,,%0.60,8.722,%1.11,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,2.100,,10.0,MEMLEKET,,,%0.27,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.901,,11.0,DEVA PARTISI,,,%0.25,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.680,,12.0,TİP,,,%0.22,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.537,,13.0,TKP,,,%0.20,2.486,%0.32,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.410,,14.0,GELECEK PARTISI,,,%0.18,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.255,,15.0,DP,,,%0.16,6.474,%0.82,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.244,,16.0,HÜDA PAR,,,%0.16,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.185,,17.0,DSP,,,%0.15,6.428,%0.82,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.139,,18.0,SOL PARTI,,,%0.15,0,%0.00,
il meclisi,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,1.109,,19.0,VATAN PARTISI,,,%0.14,447,%0.06,
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,5.900,,1.0,MHP,,RAMAZAN ÖZDEMİR,%35.41,,,ALAÇAM
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,33.163,,2.0,AK PARTI,,HAMİT KILIÇ,%38.84,,,BAFRA
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,35.440,,3.0,HÜSEYİN DÜNDAR,,HÜSEYİN DÜNDAR,%42.96,,,ÇARŞAMBA
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,9.991,,4.0,AK PARTI,,MURAT İKİZ,%40.96,,,HAVZA
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,7.020,,5.0,YENIDEN REFAH,,ŞERİF ÜN,%41.54,,,KAVAK
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,4.682,,6.0,YENIDEN REFAH,,ADNAN TOPAL,%41.89,,,LADİK
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,22.879,,7.0,AK PARTI,,ŞENOL KUL,%49.79,,,TERME
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,22.860,,8.0,AK PARTI,,MURAT GÜL,%43.30,,,VEZİRKÖPRÜ
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,4.906,,9.0,MHP,,ŞERİF KILAĞUZ,%46.05,,,ASARCIK
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,5.047,,10.0,BÜYÜK BIRLIK,,REFAETTİN KARACA,%34.37,,,SALIPAZARI
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,19.354,,11.0,AK PARTI,,MUSTAFA CANDAL,%52.18,,,TEKKEKÖY
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,6.335,,12.0,YENIDEN REFAH,,REFAHİTTİN ŞENCAN,%47.56,,,AYVACIK
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,3.006,,13.0,İYI PARTI,,ŞERAFETTİN AYDOĞDU,%50.44,,,YAKAKENT
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,58.578,,14.0,CHP,,SERHAT TÜRKEL,%46.50,,,ATAKUM
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,20.446,,15.0,AK PARTI,,İBRAHİM SANDIKÇI,%39.50,,,CANİK
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,55.341,,16.0,AK PARTI,,İHSAN KURNAZ,%32.51,,,İLKADIM
ilce,SAMSUN BÜYÜKŞEHİR BELEDİYESİ,,7.357,,17.0,AK PARTI,,OSMAN TOPALOĞLU,%44.48,,,19 MAYIS
şehir,SIIRT BELEDİYESİ,107.821,80.776,74.973,,,,,,,,
belediye başkanlığı alınan ilçeler,SIIRT BELEDİYESİ,,27.844,,1.0,AK PARTI,5,,,,,
belediye başkanlığı alınan ilçeler,SIIRT BELEDİYESİ,,37.216,,2.0,DEM PARTI,2,,,,,
belediye başkanlığı,SIIRT BELEDİYESİ,,37.216,,1.0,DEM PARTI,,SOFYA ALAĞAŞ,%49.64,33.227,%48.36,
belediye başkanlığı,SIIRT BELEDİYESİ,,27.844,,2.0,AK PARTI,,EKREM OLĞAÇ,%37.14,31.611,%46.01,
belediye başkanlığı,SIIRT BELEDİYESİ,,1.986,,3.0,HÜDA PAR,,ABDURRAHMAN ÖZCAN,%2.65,0,%0.00,
belediye başkanlığı,SIIRT BELEDİYESİ,,1.854,,4.0,YENIDEN REFAH,,UMUT BARDAK,%2.47,0,%0.00,
belediye başkanlığı,SIIRT BELEDİYESİ,,1.433,,5.0,CHP,,ZAKİR EKİNCİ,%1.91,1.330,%1.94,
belediye başkanlığı,SIIRT BELEDİYESİ,,1.212,,6.0,ZAFER PARTISI,,ENES BALAMAN,%1.62,0,%0.00,
meclisi alınan ilçeler,SIIRT BELEDİYESİ,,55.062,,1.0,AK PARTI,4,,,,,
meclisi alınan ilçeler,SIIRT BELEDİYESİ,,65.977,,2.0,DEM PARTI,3,,,,,
il meclisi,SIIRT BELEDİYESİ,,65.977,,1.0,DEM PARTI,,,%42.76,58.660,%40.09,
il meclisi,SIIRT BELEDİYESİ,,55.062,,2.0,AK PARTI,,,%35.68,65.812,%44.98,
il meclisi,SIIRT BELEDİYESİ,,12.053,,3.0,MHP,,,%7.81,6.718,%4.59,
il meclisi,SIIRT BELEDİYESİ,,4.090,,4.0,DEVA PARTISI,,,%2.65,0,%0.00,
il meclisi,SIIRT BELEDİYESİ,,3.862,,5.0,YENIDEN REFAH,,,%2.50,0,%0.00,
il meclisi,SIIRT BELEDİYESİ,,3.596,,6.0,CHP,,,%2.33,4.542,%3.10,
il meclisi,SIIRT BELEDİYESİ,,3.370,,7.0,HÜDA PAR,,,%2.18,0,%0.00,
il meclisi,SIIRT BELEDİYESİ,,1.454,,8.0,İYI PARTI,,,%0.94,3.314,%2.27,
il meclisi,SIIRT BELEDİYESİ,,1.276,,9.0,ZAFER PARTISI,,,%0.83,0,%0.00,
il meclisi,SIIRT BELEDİYESİ,,949,,10.0,SAADET,,,%0.62,6.243,%4.27,
il meclisi,SIIRT BELEDİYESİ,,795,,11.0,BÜYÜK BIRLIK,,,%0.52,0,%0.00,
il meclisi,SIIRT BELEDİYESİ,,637,,12.0,BTP,,,%0.41,292,%0.20,
il meclisi,SIIRT BELEDİYESİ,,303,,13.0,DP,,,%0.20,571,%0.39,
ilce,SIIRT BELEDİYESİ,,1.049,,1.0,AK PARTI,,EKREM ERDEM,%31.59,,,BAYKAN
ilce,SIIRT BELEDİYESİ,,2.857,,2.0,AK PARTI,,CEVHER ÇİFTÇİ,%53.56,,,ERUH
ilce,SIIRT BELEDİYESİ,,9.522,,3.0,DEM PARTI,,ALİ RIZA BİNGÖL,%53.09,,,KURTALAN
ilce,SIIRT BELEDİYESİ,,1.970,,4.0,AK PARTI,,TEYYAR ÖZCAN,%52.09,,,PERVARİ
ilce,SIIRT BELEDİYESİ,,37.216,,5.0,DEM PARTI,,SOFYA ALAĞAŞ,%49.64,,,MERKEZ
ilce,SIIRT BELEDİYESİ,,1.074,,6.0,AK PARTI,,NECAT CELLEK,%57.07,,,ŞİRVAN
ilce,SIIRT BELEDİYESİ,,861,,7.0,AK PARTI,,İDHAM AYDIN,%76.81,,,TİLLO
şehir,SINOP BELEDİYESİ,39.698,31.391,30.134,,,,,,,,
belediye başkanlığı alınan ilçeler,SINOP BELEDİYESİ,,11.877,,1.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,SINOP BELEDİYESİ,,14.875,,2.0,CHP,3,,,,,
belediye başkanlığı alınan ilçeler,SINOP BELEDİYESİ,,624,,3.0,YENIDEN REFAH,1,,,,,
belediye başkanlığı alınan ilçeler,SINOP BELEDİYESİ,,485,,4.0,MHP,1,,,,,
belediye başkanlığı,SINOP BELEDİYESİ,,14.875,,1.0,CHP,,METİN GÜRBÜZ,%49.36,16.609,%56.63,
belediye başkanlığı,SINOP BELEDİYESİ,,11.877,,2.0,AK PARTI,,YAKUP ÜÇÜNCÜOĞLU,%39.41,11.877,%40.49,
belediye başkanlığı,SINOP BELEDİYESİ,,1.474,,3.0,İYI PARTI,,SERPİL ÜNLÜTÜRK,%4.89,0,%0.00,
belediye başkanlığı,SINOP BELEDİYESİ,,624,,4.0,YENIDEN REFAH,,METE ÇAĞDAŞ,%2.07,0,%0.00,
belediye başkanlığı,SINOP BELEDİYESİ,,322,,5.0,ZAFER PARTISI,,SİNAN KORKUT,%1.07,0,%0.00,
meclisi alınan ilçeler,SINOP BELEDİYESİ,,39.357,,1.0,CHP,4,,,,,
meclisi alınan ilçeler,SINOP BELEDİYESİ,,49.492,,2.0,AK PARTI,3,,,,,
meclisi alınan ilçeler,SINOP BELEDİYESİ,,11.621,,3.0,YENIDEN REFAH,1,,,,,
meclisi alınan ilçeler,SINOP BELEDİYESİ,,25.476,,4.0,MHP,1,,,,,
il meclisi,SINOP BELEDİYESİ,,49.492,,1.0,AK PARTI,,,%35.45,70.439,%51.19,
il meclisi,SINOP BELEDİYESİ,,39.357,,2.0,CHP,,,%28.19,34.867,%25.34,
il meclisi,SINOP BELEDİYESİ,,25.476,,3.0,MHP,,,%18.25,15.767,%11.46,
il meclisi,SINOP BELEDİYESİ,,11.621,,4.0,YENIDEN REFAH,,,%8.32,0,%0.00,
il meclisi,SINOP BELEDİYESİ,,5.978,,5.0,İYI PARTI,,,%4.28,13.007,%9.45,
il meclisi,SINOP BELEDİYESİ,,2.212,,6.0,SAADET,,,%1.58,1.255,%0.91,
il meclisi,SINOP BELEDİYESİ,,1.739,,7.0,BÜYÜK BIRLIK,,,%1.25,259,%0.19,
il meclisi,SINOP BELEDİYESİ,,693,,8.0,BTP,,,%0.50,300,%0.22,
il meclisi,SINOP BELEDİYESİ,,542,,9.0,TİP,,,%0.39,0,%0.00,
il meclisi,SINOP BELEDİYESİ,,537,,10.0,DEVA PARTISI,,,%0.38,0,%0.00,
il meclisi,SINOP BELEDİYESİ,,328,,11.0,VATAN PARTISI,,,%0.23,33,%0.02,
il meclisi,SINOP BELEDİYESİ,,303,,12.0,MILLET,,,%0.22,0,%0.00,
il meclisi,SINOP BELEDİYESİ,,296,,13.0,HÜDA PAR,,,%0.21,0,%0.00,
ilce,SINOP BELEDİYESİ,,3.885,,1.0,CHP,,HAYRETTİN KAYA,%53.19,,,AYANCIK
ilce,SINOP BELEDİYESİ,,5.955,,2.0,YENIDEN REFAH,,HASAN KARA,%37.74,,,BOYABAT
ilce,SINOP BELEDİYESİ,,1.655,,3.0,AK PARTI,,NECMETTİN ERMİŞ,%37.12,,,DURAĞAN
ilce,SINOP BELEDİYESİ,,907,,4.0,AK PARTI,,MEHMET UZUN,%37.93,,,ERFELEK
ilce,SINOP BELEDİYESİ,,6.394,,5.0,CHP,,OSMAN BELOVACIKLI,%53.00,,,GERZE
ilce,SINOP BELEDİYESİ,,14.875,,6.0,CHP,,METİN GÜRBÜZ,%49.36,,,MERKEZ
ilce,SINOP BELEDİYESİ,,1.987,,7.0,AK PARTI,,VEYSEL ŞAHİN,%51.24,,,TÜRKELİ
ilce,SINOP BELEDİYESİ,,468,,8.0,AK PARTI,,ADNAN ACAR,%56.12,,,DİKMEN
ilce,SINOP BELEDİYESİ,,485,,9.0,MHP,,FERDİ CANOĞLU,%54.01,,,SARAYDÜZÜ
şehir,SIVAS BELEDİYESİ,249.841,188.504,180.470,,,,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,20.235,,1.0,MHP,7,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,52.669,,2.0,AK PARTI,5,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,78.154,,3.0,BÜYÜK BIRLIK,2,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,1.621,,4.0,İYI PARTI,1,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,5.586,,5.0,YENIDEN REFAH,1,,,,,
belediye başkanlığı alınan ilçeler,SIVAS BELEDİYESİ,,15.415,,6.0,CHP,1,,,,,
belediye başkanlığı,SIVAS BELEDİYESİ,,78.154,,1.0,BÜYÜK BIRLIK,,ADEM UZUN,%43.31,68.900,%36.45,
belediye başkanlığı,SIVAS BELEDİYESİ,,52.669,,2.0,AK PARTI,,HİLMİ BİLGİN,%29.18,93.284,%49.35,
belediye başkanlığı,SIVAS BELEDİYESİ,,20.235,,3.0,MHP,,REHA KARS,%11.21,8.913,%4.71,
belediye başkanlığı,SIVAS BELEDİYESİ,,15.415,,4.0,CHP,,TACETTİN KEPENEK,%8.54,14.528,%7.69,
belediye başkanlığı,SIVAS BELEDİYESİ,,5.586,,5.0,YENIDEN REFAH,,FATİH KALKAN,%3.10,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,2.157,,6.0,ZAFER PARTISI,,UMUT ÜREDİ,%1.20,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,1.621,,7.0,İYI PARTI,,MERVE YILDIZ YARAY,%0.90,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,1.469,,8.0,SAADET,,ZEKİ KILIÇ,%0.81,2.806,%1.48,
belediye başkanlığı,SIVAS BELEDİYESİ,,740,,9.0,MILLI YOL,,ZEKİ HARAL,%0.41,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,685,,10.0,DEVA PARTISI,,SERDAR İNCE,%0.38,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,512,,11.0,MEMLEKET,,KEREM OKYAY,%0.28,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,390,,12.0,BTP,,NECATİ KILINÇ,%0.22,285,%0.15,
belediye başkanlığı,SIVAS BELEDİYESİ,,210,,13.0,DEM PARTI,,SEMİHA ŞAHİN,%0.12,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,108,,14.0,YTP,,İLHAMİ ÖZEN,%0.06,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,108,,15.0,DP,,BAHADIR BAŞER,%0.06,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,100,,16.0,TKH,,MEHMET CERAN,%0.06,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,80,,17.0,VATAN PARTISI,,METİN ÇEKEN,%0.04,150,%0.08,
belediye başkanlığı,SIVAS BELEDİYESİ,,78,,18.0,HÜDA PAR,,YUNUS KAYA,%0.04,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,69,,19.0,MILLET,,MUSTAFA YILMAZ,%0.04,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,56,,20.0,HKP,,HÜSEYİN ÖZLEM,%0.03,0,%0.00,
belediye başkanlığı,SIVAS BELEDİYESİ,,28,,21.0,HAK-PAR,,MEHMET BAKİ ARSLANARGUN,%0.02,0,%0.00,
meclisi alınan ilçeler,SIVAS BELEDİYESİ,,99.223,,1.0,AK PARTI,7,,,,,
meclisi alınan ilçeler,SIVAS BELEDİYESİ,,62.127,,2.0,MHP,6,,,,,
meclisi alınan ilçeler,SIVAS BELEDİYESİ,,93.216,,3.0,BÜYÜK BIRLIK,2,,,,,
meclisi alınan ilçeler,SIVAS BELEDİYESİ,,20.269,,4.0,YENIDEN REFAH,1,,,,,
meclisi alınan ilçeler,SIVAS BELEDİYESİ,,55.592,,5.0,CHP,1,,,,,
il meclisi,SIVAS BELEDİYESİ,,99.223,,1.0,AK PARTI,,,%27.90,170.181,%44.69,
il meclisi,SIVAS BELEDİYESİ,,93.216,,2.0,BÜYÜK BIRLIK,,,%26.21,81.450,%21.39,
il meclisi,SIVAS BELEDİYESİ,,62.127,,3.0,MHP,,,%17.47,54.591,%14.34,
il meclisi,SIVAS BELEDİYESİ,,55.592,,4.0,CHP,,,%15.63,54.823,%14.40,
il meclisi,SIVAS BELEDİYESİ,,20.269,,5.0,YENIDEN REFAH,,,%5.70,0,%0.00,
il meclisi,SIVAS BELEDİYESİ,,6.041,,6.0,İYI PARTI,,,%1.70,8.014,%2.10,
il meclisi,SIVAS BELEDİYESİ,,3.757,,7.0,ZAFER PARTISI,,,%1.06,0,%0.00,
il meclisi,SIVAS BELEDİYESİ,,3.631,,8.0,SAADET,,,%1.02,5.686,%1.49,
il meclisi,SIVAS BELEDİYESİ,,1.397,,9.0,MILLI YOL,,,%0.39,0,%0.00,
il meclisi,SIVAS BELEDİYESİ,,1.395,,10.0,BTP,,,%0.39,1.211,%0.32,
il meclisi,SIVAS BELEDİYESİ,,1.306,,11.0,SOL PARTI,,,%0.37,0,%0.00,
ilce,SIVAS BELEDİYESİ,,3.543,,1.0,CHP,,CİHAN DENİZ AKBAŞ,%52.15,,,DİVRİĞİ
ilce,SIVAS BELEDİYESİ,,3.854,,2.0,YENIDEN REFAH,,SEZAİ ÇELİKTEN,%58.91,,,GEMEREK
ilce,SIVAS BELEDİYESİ,,2.170,,3.0,MHP,,NAMİ ÇİFTÇİ,%35.14,,,GÜRÜN
ilce,SIVAS BELEDİYESİ,,819,,4.0,AK PARTI,,HABİP GÖRLER,%51.03,,,HAFİK
ilce,SIVAS BELEDİYESİ,,1.002,,5.0,AK PARTI,,ALİ ÜREK,%54.34,,,İMRANLI
ilce,SIVAS BELEDİYESİ,,2.079,,6.0,AK PARTI,,MEHMET ÖZTÜRK,%39.70,,,KANGAL
ilce,SIVAS BELEDİYESİ,,1.155,,7.0,İYI PARTI,,BORA KARAKULLUKCU,%47.79,,,KOYULHİSAR
ilce,SIVAS BELEDİYESİ,,78.154,,8.0,BÜYÜK BIRLIK,,ADEM UZUN,%43.31,,,MERKEZ
ilce,SIVAS BELEDİYESİ,,2.919,,9.0,MHP,,AHMET AYHAN KAYAOĞLU,%34.22,,,SUŞEHRİ
ilce,SIVAS BELEDİYESİ,,6.687,,10.0,BÜYÜK BIRLIK,,KASIM GÜLTEKİN,%55.47,,,ŞARKIŞLA
ilce,SIVAS BELEDİYESİ,,1.733,,11.0,MHP,,YAŞAR GÖKTAŞ,%49.86,,,YILDIZELİ
ilce,SIVAS BELEDİYESİ,,2.821,,12.0,MHP,,FATİH ÇELİK,%45.04,,,ZARA
ilce,SIVAS BELEDİYESİ,,1.039,,13.0,MHP,,MURAT SEVİNÇ,%60.65,,,AKINCILAR
ilce,SIVAS BELEDİYESİ,,1.362,,14.0,MHP,,SEZAİ SUBAŞI,%50.48,,,ALTINYAYLA
ilce,SIVAS BELEDİYESİ,,502,,15.0,AK PARTI,,HASAN HÜSEYİN KARATAŞ,%57.57,,,DOĞANŞAR
ilce,SIVAS BELEDİYESİ,,350,,16.0,AK PARTI,,TEVFİK AYAN,%53.93,,,GÖLOVA
ilce,SIVAS BELEDİYESİ,,802,,17.0,MHP,,TURAN İLBEY,%37.20,,,ULAŞ
şehir,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,1.251.037,937.700,894.368,,,,,,,,
belediye başkanlığı alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,189.221,,1.0,DEM PARTI,7,,,,,
belediye başkanlığı alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,300.830,,2.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,347.600,,3.0,YENIDEN REFAH,1,,,,,
belediye başkanlığı alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,22.943,,4.0,MHP,1,,,,,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,347.600,,1.0,YENIDEN REFAH,,MEHMET KASIM GÜLPINAR,%38.87,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,300.830,,2.0,AK PARTI,,ZEYNEL ABİDİN BEYAZGÜL,%33.64,516.202,%60.81,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,189.221,,3.0,DEM PARTI,,CELALEDİN ERKMEN,%21.16,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,13.623,,4.0,HÜDA PAR,,EMİN ÖZASLAN,%1.52,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,13.522,,5.0,CHP,,MUSTAFA KOYUNCU,%1.51,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,7.266,,6.0,SAADET,,RESUL BEBE,%0.81,308.510,%36.35,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,4.579,,7.0,İYI PARTI,,SİNAN ÇELİK,%0.51,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,3.016,,8.0,DEVA PARTISI,,HASAN KAPLAN,%0.34,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,2.800,,9.0,ZAFER PARTISI,,SUPHİ KAYA,%0.31,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,2.442,,10.0,GELECEK PARTISI,,FERİT ÇEVİK,%0.27,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,1.652,,11.0,DSP,,METİN KAPLAN,%0.18,7.843,%0.92,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,1.387,,12.0,TKP,,HALİL ÇALIŞKAN,%0.16,2.614,%0.31,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,1.093,,13.0,DP,,ABDİ YILDIZSOY,%0.12,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,955,,14.0,BTP,,MUZAFER YAĞMUR,%0.11,6.284,%0.74,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,689,,15.0,YTP,,HALİL AKDAĞ,%0.08,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,645,,16.0,HAK-PAR,,AHMET ÇALIŞKAN,%0.07,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,641,,17.0,ANAP,,HALİL GÜNEŞ,%0.07,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,587,,18.0,VATAN PARTISI,,MUSTAFA ATACA,%0.07,3.327,%0.39,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,449,,19.0,AB PARTI,,MEHMET AY,%0.05,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,444,,20.0,HKP,,MEHMET KUŞCU,%0.05,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,384,,21.0,MILLET,,ÖMER HURMA,%0.04,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,272,,22.0,TKH,,ALİ TUTUŞ,%0.03,0,%0.00,
belediye başkanlığı,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,271,,23.0,MILLI YOL,,ABDULLAH AL,%0.03,0,%0.00,
meclisi alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,211.802,,1.0,DEM PARTI,6,,,,,
